abbreviation,subsystem,is_reversible,is_exchange,is_transport,lower_bound,upper_bound,bound_range,n_genes,n_metabolites,n_reactants,n_products,growth_wt,growth_knockout,growth_ratio,essential
HMR_3861,Sulfur metabolism,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_3866,Sulfur metabolism,0,0,0,0.0,1000.0,1000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4084,Sulfur metabolism,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4187,Sulfur metabolism,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4188,Sulfur metabolism,1,0,0,-1000.0,1000.0,2000.0,0,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4701,Sulfur metabolism,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4840,Sulfur metabolism,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4842,Sulfur metabolism,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8662,C5-branched dibasic acid metabolism,1,0,0,-1000.0,1000.0,2000.0,3,6,3,3,245.49258486604325,245.4925848660432,0.9999999999999998,0
HMR_8663,C5-branched dibasic acid metabolism,1,0,0,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,245.4925848660432,0.9999999999999998,0
HMR_8664,C5-branched dibasic acid metabolism,1,0,0,-1000.0,1000.0,2000.0,0,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8665,C5-branched dibasic acid metabolism,1,0,0,-1000.0,1000.0,2000.0,0,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8666,C5-branched dibasic acid metabolism,0,0,0,0.0,1000.0,1000.0,0,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8667,C5-branched dibasic acid metabolism,1,0,0,-1000.0,1000.0,2000.0,3,6,3,3,245.49258486604325,245.4925848660432,0.9999999999999998,0
HMR_8668,C5-branched dibasic acid metabolism,1,0,0,-1000.0,1000.0,2000.0,3,6,3,3,245.49258486604325,245.4925848660432,0.9999999999999998,0
HMR_8669,C5-branched dibasic acid metabolism,0,0,0,0.0,1000.0,1000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_0710,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,6,2,4,245.49258486604325,245.49258486604325,1.0,0
HMR_3787,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_3957,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,6,6,2,4,245.49258486604325,245.49258486604325,1.0,0
HMR_3958,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,6,2,4,245.49258486604325,245.49258486604325,1.0,0
HMR_4111,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4112,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4113,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4139,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,3,5,3,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_4141,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,3,5,3,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4145,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,2,5,2,3,245.49258486604325,245.49258486604325,1.0,0
HMR_4147,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,5,6,3,3,245.49258486604325,229.11707850301352,0.9332953116609805,1
HMR_4149,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,7,3,4,245.49258486604325,245.49258486604325,1.0,0
HMR_4152,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,4,6,3,3,245.49258486604325,229.11707850301352,0.9332953116609805,1
HMR_4209,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,3,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4408,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,4,3,2,1,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_4410,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,4,3,2,1,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_4454,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,2,2,1,1,245.49258486604325,245.49258486604344,1.0000000000000009,0
HMR_4456,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,2,2,1,1,245.49258486604325,245.4925848660433,1.0000000000000002,0
HMR_4458,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,4,3,2,1,245.49258486604325,245.49258486604325,1.0,0
HMR_4465,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,2,5,3,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4585,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,1,5,3,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4586,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,5,3,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_4587,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,1,5,3,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4588,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,1,5,3,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_4589,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,2,3,2,1,245.49258486604325,245.49258486604325,1.0,0
HMR_4652,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,7,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_5297,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,4,7,3,4,245.49258486604325,245.49258486604325,1.0,0
HMR_6411,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6413,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_6414,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,1,4,2,2,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_7704,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,5,3,2,245.49258486604325,245.49258486604325,1.0,0
HMR_7706,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8743,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,4,4,2,2,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_8772,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_8773,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,1,0,0,-1000.0,1000.0,2000.0,1,3,1,2,245.49258486604325,245.49258486604327,1.0000000000000002,0
HMR_8774,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,0,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8775,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,2,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_8777,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,0,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8778,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,5,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_8779,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,2,5,3,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8780,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,3,6,3,3,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_8781,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,0,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8782,Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism,0,0,0,0.0,1000.0,1000.0,2,5,3,2,245.49258486604325,245.49258486604325,1.0,0
HMR_3975,Oxidative phosphorylation,0,0,0,0.0,1000.0,1000.0,3,3,2,1,245.49258486604325,245.49258486604325,1.0,0
HMR_3977,Oxidative phosphorylation,0,0,0,0.0,1000.0,1000.0,3,3,2,1,245.49258486604325,245.49258486604325,1.0,0
HMR_3979,Oxidative phosphorylation,0,0,0,0.0,1000.0,1000.0,3,3,2,1,245.49258486604325,245.49258486604325,1.0,0
HMR_6911,Oxidative phosphorylation,1,0,0,-1000.0,1000.0,2000.0,4,4,2,2,245.49258486604325,245.49258486604342,1.0000000000000007,0
HMR_6912,Oxidative phosphorylation,0,0,0,0.0,1000.0,1000.0,1,3,2,1,245.49258486604325,-0.0,-0.0,1
HMR_6914,Oxidative phosphorylation,0,0,1,0.0,1000.0,1000.0,21,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6916,Oxidative phosphorylation,0,0,1,0.0,1000.0,1000.0,24,6,3,3,245.49258486604325,229.1170785030136,0.9332953116609808,1
HMR_6918,Oxidative phosphorylation,0,0,1,0.0,1000.0,1000.0,14,6,3,3,245.49258486604325,245.49258486604336,1.0000000000000004,0
HMR_6921,Oxidative phosphorylation,0,0,1,0.0,1000.0,1000.0,49,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_3960,ROS detoxification,0,0,0,0.0,1000.0,1000.0,4,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_3980,ROS detoxification,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_3982,ROS detoxification,0,0,0,0.0,1000.0,1000.0,2,3,1,2,245.49258486604325,245.49258486604325,1.0,0
HMR_4767,ROS detoxification,0,0,0,0.0,1000.0,1000.0,0,3,2,1,245.49258486604325,245.49258486604325,1.0,0
HMR_6608,ROS detoxification,1,0,0,-1000.0,1000.0,2000.0,0,2,1,1,245.49258486604325,245.49258486604325,1.0,0
HMR_8409,ROS detoxification,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8410,ROS detoxification,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8413,ROS detoxification,0,0,0,0.0,1000.0,1000.0,1,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_8415,ROS detoxification,0,0,0,0.0,1000.0,1000.0,2,4,2,2,245.49258486604325,245.49258486604325,1.0,0
HMR_0188,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_0192,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058908,0.999726638279153,0
HMR_0196,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_0200,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058908,0.999726638279153,0
HMR_0204,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0209,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0213,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058914,0.9997266382791532,0
HMR_0217,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,5,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_0226,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_0233,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0237,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0241,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058914,0.9997266382791532,0
HMR_0245,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0249,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0255,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058897,0.9997266382791525,0
HMR_0259,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,232.9812318336632,0.9490357191879867,1
HMR_0263,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604347,1.0000000000000009,0
HMR_0267,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0271,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.4254765905891,0.9997266382791531,0
HMR_0275,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058908,0.999726638279153,0
HMR_0279,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.4254765905888,0.9997266382791519,0
HMR_0283,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058883,0.999726638279152,0
HMR_0289,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058857,0.9997266382791509,0
HMR_0293,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.45052639748843,0.9998286772344763,0
HMR_0297,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058908,0.999726638279153,0
HMR_0301,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058903,0.9997266382791528,0
HMR_0305,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058894,0.9997266382791524,0
HMR_0309,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058914,0.9997266382791532,0
HMR_0313,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0319,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0323,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058908,0.999726638279153,0
HMR_0327,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058914,0.9997266382791532,0
HMR_0331,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058894,0.9997266382791524,0
HMR_0337,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058926,0.9997266382791536,0
HMR_0341,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058908,0.999726638279153,0
HMR_0345,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058897,0.9997266382791525,0
HMR_0349,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0353,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0357,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,244.99218451035074,0.9979616477786262,0
HMR_0361,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_0365,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0369,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058908,0.999726638279153,0
HMR_0373,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0377,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0381,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058908,0.999726638279153,0
HMR_0385,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058903,0.9997266382791528,0
HMR_0389,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058917,0.9997266382791533,0
HMR_0393,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0397,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0401,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0405,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.46940599938847,0.9999055822127279,0
HMR_0409,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.39032919433626,0.999583467371274,0
HMR_0413,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0417,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058894,0.9997266382791524,0
HMR_0421,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_0425,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,-0.0,-0.0,1
HMR_0429,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.425476590589,0.9997266382791526,0
HMR_0433,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058877,0.9997266382791518,0
HMR_0437,Fatty acid activation (cytosolic),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.42547659058906,0.9997266382791529,0
HMR_2942,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2943,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2944,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2945,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2946,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2947,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2948,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2949,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2951,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2952,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2954,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2955,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2956,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2957,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2959,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2961,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2962,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2963,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2964,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2965,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2966,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2967,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2968,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2969,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2970,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2971,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2972,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2973,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2974,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2975,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2976,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2977,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2978,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2979,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2980,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2981,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2982,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2983,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
HMR_2984,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604333,1.0000000000000004,0
HMR_2985,Fatty acid activation (endoplasmic reticular),0,0,0,0.0,1000.0,1000.0,4,6,3,3,245.49258486604325,245.49258486604325,1.0,0
